Code,Name,Product Group,Stock Unit,Part Number,DD Code,DMI Code,Schein Code,Henry Schein Sales Price (€),Variance (Henry Schein),Henry Schein URL,DMI IE Notes,DMI UK Notes,DentalSky Notes,Dontalia Notes,Henry Schein Notes,DMI IE Product,DMI UK Product,DentalSky Product,Dontalia Product,Henry Schein Product,DMI IE Pack Flag,DMI UK Pack Flag,DentalSky Pack Flag,Dontalia Pack Flag,Henry Schein Pack Flag,DMI IE Adjusted Variance,DMI UK Adjusted Variance,DentalSky Adjusted Variance,Dontalia Adjusted Variance,Henry Schein Adjusted Variance
FMA912,3M RelyX Luting Cement Powder 16g (3505P) - Each, FILLING MATERIALS ANTERIOR,Each,3505P,FGG305,3M-3505P,205112,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Luting Cement Powder &amp; Liquid 16g Powder / 9ml Liquid,3M RelyX Luting Cement Powder &amp; Liquid 16g Powder / 9ml Liquid,,,,UNKNOWN,UNKNOWN,,,,,,,,
TEE020,3M RelyX Temp NE Temporary Cement (56660) - Each, FILLING MATERIALS ANTERIOR,Each,56660,TEE020,3M-56660,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,"Kerr Temp Bond Ne (50G Base,15G Accelerator)","Kerr Temp Bond Ne (50G Base,15G Accelerator)",,,,UNKNOWN,UNKNOWN,,,,,,,,
FGG290,3M RelyX Try-In Paste Refill Translucent (7000003157) Each, FILLING MATERIALS ANTERIOR,Each,7000003157,FGG290,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC272,3M RelyX Ultimate Intro Kit (56891) - Each, FILLING MATERIALS ANTERIOR,Each,56891,FWM000,3M-56891,1125317,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC279,3M RelyX Ultimate Mixing Tips Regular (56883) - Pack30, FILLING MATERIALS ANTERIOR,Pack (30),56883,FXM060,3M-56883,1125305,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC280,3M RelyX Ultimate Mixing Tips Wide + Endo Tips (56885) -Pk10, FILLING MATERIALS ANTERIOR,Pack (10),56885,FXM062,3M-56885,1125306,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC281,3M RelyX Ultimate Mixing Tips Wide + Intra Oral (56886)-Pk10, FILLING MATERIALS ANTERIOR,Pack (10),56886,FXM064,3M-56886,1125307,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC275,3M RelyX Ultimate Refill A1 (56887) - Each, FILLING MATERIALS ANTERIOR,Each,56887,FWM006,3M-56887,1125319,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC276,3M RelyX Ultimate Refill A3 Opaque (56888) - Each, FILLING MATERIALS ANTERIOR,Each,56888,FWM008,3M-56888,1125320,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC277,3M RelyX Ultimate Refill Bleach B0.5 (56889) - Each, FILLING MATERIALS ANTERIOR,Each,56889,FWM010,3M-56889,1125321,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC278,3M RelyX Ultimate Refill Translucent TR (56890) - Each, FILLING MATERIALS ANTERIOR,Each,56890,FWM012,3M-56890,1125304,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC274,3M Relyx Ultimate Trial Kit A1 (56894) - Each, FILLING MATERIALS ANTERIOR,Each,56894,FWM004,3M-56894,1125308,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC273,3M RelyX Ultimate Trial Kit TR (56892) - Each, FILLING MATERIALS ANTERIOR,Each,56892,FWM002,3M-56892,1125318,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA425B,3M RelyX Unicem 2 Automix A2 Refill (56846) - Each, FILLING MATERIALS ANTERIOR,Each,56846,FWM105,3M-56846,1113431,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FWM102,3M RelyX Unicem 2 Automix A2 Universal Value Pack (56849), FILLING MATERIALS ANTERIOR,Each,56849,FWM102,3M-56849,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FWM106,3M RelyX Unicem 2 Automix A3 Opaque Refill (56847) - Each, FILLING MATERIALS ANTERIOR,Each,56847,FWM106,3M-56847,1113432,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
ICX410,3M RelyX Unicem 2 Automix Mixing Tips/Endo Tips (56919), FILLING MATERIALS ANTERIOR,Pack (30),56919,ICX410,3M-56919,1122930,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
ICX412,3M RelyX Unicem 2 Automix Mixing Tips/Intraoral Tips (56918), FILLING MATERIALS ANTERIOR,Pack (30),56918,ICX412,3M-56918,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC188A,3M RelyX Unicem 2 Automix Tips Regular (56851) - Pack30, FILLING MATERIALS ANTERIOR,Pack (30),56851,ICX400,3M-56851,1113434,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA371C,3M RelyX Unicem 2 Automix Translucent Refill (56848) - Each, FILLING MATERIALS ANTERIOR,Each,56848,FWM104,3M-56848,1113430,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA417,3M RelyX Unicem 2 Clicker A2 (56875) - Each, FILLING MATERIALS ANTERIOR,Each,56875,FWM090,3M-56875,1118456,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA592,3M RelyX Unicem 2 Clicker A3 (56876) - Each, FILLING MATERIALS ANTERIOR,Each,56876,FWM095,3M-56876,1118457,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA1424,3M RelyX Unicem 2 Clicker TR (56874) - Each, FILLING MATERIALS ANTERIOR,Each,56874,FWM100,3M-56874,1118455,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA677A,3M RelyX Unicem Aplicap A1 (56819) - Box20, FILLING MATERIALS ANTERIOR,Box (20),56819,FWM062,3M-56819,205636,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA364,3M RelyX Unicem Aplicap A2 (56818) - Box50, FILLING MATERIALS ANTERIOR,Box (50),56818,FWM060,3M-56818,205635,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA365,3M RelyX Unicem Aplicap A3 (56817) - Box50, FILLING MATERIALS ANTERIOR,Each,56817,FWM058,3M-56817,205634,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA367,3M RelyX Unicem Aplicap Assorted (56815) - Box50, FILLING MATERIALS ANTERIOR,Box (50),56815,FWM054,3M-56815,205632,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC104,3M RelyX Unicem Aplicap Elongation Tips (77550) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),77550,ROE220,3M-77550,1083561,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA363,3M RelyX Unicem Aplicap Intro Kit (56814) - Each, FILLING MATERIALS ANTERIOR,Each,56814,FWM052,3M-56814,205631,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA366,3M RelyX Unicem Aplicap Transluscent (56816) - Box50, FILLING MATERIALS ANTERIOR,Box (50),56816,FWM056,3M-56816,205633,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FWM050,3M RelyX Unicem Aplicap Trial Pack (56828) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),56828,FWM050,3M-56828,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FWM064,3M RelyX Unicem Aplicap White Opaque (56820) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),56820,FWM064,3M-56820,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA242A,3M RelyX Unicem Maxicap A2 (56834) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),56834,FWM084,3M-56834,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA415,3M RelyX Unicem Maxicap Assorted (56831) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),56831,FWM081,3M-56831,1070673,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA241A,3M RelyX Unicem Maxicap Translucent (56832) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),56832,FWM082,3M-56832,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FXM066,3M RelyX Universal Micro Mixing Tips & Elongation Tips 56976, FILLING MATERIALS ANTERIOR,Pack (30),56976,FXM066,3M-56976,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FXM068,3M RelyX Universal Micro Mixing Tips (56975) - Pack30, FILLING MATERIALS ANTERIOR,Pack (30),56975,FXM068,3M-56975,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Universal Micro Mixing Tips Pack 30,3M RelyX Universal Micro Mixing Tips Pack 30,,,,MATCH,MATCH,,,,,,,,
FWM124,3M RelyX Universal Resin Cement A1 3.4g (56972), FILLING MATERIALS ANTERIOR,Each,56972,FWM124,3M-56972,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Ultimate 8.5G Syringe Refill A1,3M RelyX Ultimate 8.5G Syringe Refill A1,,,,UNKNOWN,UNKNOWN,,,,,,,,
FWM125,3M RelyX Universal Resin Cement A3O 3.4g (56973), FILLING MATERIALS ANTERIOR,Each,56973,FWM125,3M-56973,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Ultimate - 8.5g A3,3M RelyX Ultimate - 8.5g A3,,,,UNKNOWN,UNKNOWN,,,,,,,,
FWM120,3M RelyX Universal Resin Cement Intro Kit (56968) - Each, FILLING MATERIALS ANTERIOR,Each,56968,FWM120,3M-56968,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FWM123,3M RelyX Universal Resin Cement Translucent 3.4g (56971), FILLING MATERIALS ANTERIOR,Each,56971,FWM123,3M-56971,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Ultimate - 8.5g Translucent,3M RelyX Ultimate - 8.5g Translucent,,,,UNKNOWN,UNKNOWN,,,,,,,,
FWM122,3M RelyX Universal Resin Cement Trial Kit A1 (56970) - Each, FILLING MATERIALS ANTERIOR,Each,56970,FWM122,3M-56970,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Ultimate Test Kit,3M RelyX Ultimate Test Kit,,,,UNKNOWN,UNKNOWN,,,,,,,,
FWM121,3M RelyX Universal Resin Cement Trial Kit Translucent 56969, FILLING MATERIALS ANTERIOR,Each,56969,FWM121,3M-56969,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Ultimate Trial Kit Translucent,3M RelyX Ultimate Trial Kit Translucent,,,,UNKNOWN,UNKNOWN,,,,,,,,
FWM128,3M RelyX Universal Resin Cement Value Pack A1 (56978), FILLING MATERIALS ANTERIOR,Each,56978,FWM128,3M-56978,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FWM126,3M RelyX Universal Resin Cement WO 3.4g (56974), FILLING MATERIALS ANTERIOR,Each,56974,FWM126,3M-56974,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Ultimate - 8.5g B0.5,3M RelyX Ultimate - 8.5g B0.5,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA591,3M RelyX Veneer Cement Intro Kit (7616) - Each, FILLING MATERIALS ANTERIOR,Each,7616,FGG281,3M-7616,1123610,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA306A,3M RelyX Veneer Cement Refill A1 3g (8714A1) - Each, FILLING MATERIALS ANTERIOR,Each,8714 A1,FGG284,3M-8714A1,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Veneer Cement 3g Syringe A1,3M RelyX Veneer Cement 3g Syringe A1,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA312,3M RelyX Veneer Cement Refill A3 3g (8714A3) - Each, FILLING MATERIALS ANTERIOR,Each,8714 A3,FGG285,3M-8714A3,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M RelyX Veneer Cement 3g Syringe A1,3M RelyX Veneer Cement 3g Syringe A1,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA132A,3M RelyX Veneer Cement Refill B0.5 White 3g (8714B05) -Each, FILLING MATERIALS ANTERIOR,Each,8714B05,FGG287,3M-8714B05,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA086A,3M RelyX Veneer Cement Refill Translucent 3g (8714TR) - Each, FILLING MATERIALS ANTERIOR,Each,8714 TR,FGG282,3M-8714TR,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA133A,3M RelyX Veneer Cement Refill White Opaque 3g (8714WO) -Each, FILLING MATERIALS ANTERIOR,Each,8714 WO,FGG283,3M-8714WO,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FGG292,3M RelyX Veneer Cement Try-In Paste A1 L Yellow 2g (7614A1T), FILLING MATERIALS ANTERIOR,Each,7614A1T,FGG292,3M-7614A1T,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FGG293,3M RelyX Veneer Cement Try-In Paste A3 Y Opaque 2g (7614A3T), FILLING MATERIALS ANTERIOR,Each,7614A3T,FGG293,3M-7614A3T,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1425,3M RelyX Veneer Cement Try-In Paste B0.5 2g (7614B05T) -Each, FILLING MATERIALS ANTERIOR,Each,7614 B05T,,3M-7614B05T,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FGG296,3M RelyX Veneer Cement Try-In Paste WhiteOpaque 2g (7614WOT), FILLING MATERIALS ANTERIOR,Each,7614WOT,FGG296,3M-7614WOT,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC108,3M Restorative Dispenser (5707SD) - Each, FILLING MATERIALS ANTERIOR,Each,5707SD,FLX102,3M-5707SD,1110946,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
SEQ001,3M Rotomix 230V/50Hz GB (76301) - Each,SMALL EQUIPMENT,Each,76301,QAE005,3M-76301,210124,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
SEQ046,3M Rotomix Housing Cover (78990241800) - Each,SMALL EQUIPMENT,Each,78990241800,,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC012,3M Scotchbond Etching Gel Dispensing Tips 41274 -Pack25, FILLING MATERIALS ANTERIOR,Pack (25),41274,FXM025,3M-41274,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Etchant Dispensing Tips 25 Pack,3M Scotchbond Etchant Dispensing Tips 25 Pack,,,,MATCH,MATCH,,,,,,,,
FAC074A,3M Scotchbond Universal Adhesive 5ml (41258) - Each, FILLING MATERIALS ANTERIOR,Each,41258,FBD322,3M-41258,1121509,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Adhesive 5ml,3M Scotchbond Universal Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC186A,3M Scotchbond Universal Adhesive Intro Kit (41254) - Each, FILLING MATERIALS ANTERIOR,Each,41254,FBD320,3M-41254,1121508,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Adhesive Intro Kit,3M Scotchbond Universal Adhesive Intro Kit,,,,UNKNOWN,UNKNOWN,,,,,,,,
FAC348,3M Scotchbond Universal Bulk Pack L-Pop (41257) - Pack200, FILLING MATERIALS ANTERIOR,Pack (200),41257,FBD330,3M-41257,1121512,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC024A,3M Scotchbond Universal Etchant 2x3ml (41263N) - Pack2, FILLING MATERIALS ANTERIOR,Pack (2),41263N,FBD332,3M-41263N,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC350,3M Scotchbond Universal Giant Pack L-Pop (41256) - Pack100, FILLING MATERIALS ANTERIOR,Pack (100),41256,FBD328,3M-41256,1121511,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FAC304,3M Scotchbond Universal Intro Pack L-Pop (41255) - Pack40, FILLING MATERIALS ANTERIOR,Pack (40),41255,FBD326,3M-41255,1121510,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FBD338,3M Scotchbond Universal Plus Adhesive Intro Kit Vial (41293), FILLING MATERIALS ANTERIOR,Each,41293,FBD338,3M-41293,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FBD346,3M Scotchbond Universal Plus Adhesive Unit Dose 100 L-Pop, FILLING MATERIALS ANTERIOR,Pack (100),41298,FBD346,3M-41298,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FBD347,3M Scotchbond Universal Plus Adhesive Unit Dose 200 L-Pop, FILLING MATERIALS ANTERIOR,Pack (200),41299,FBD347,3M-41299,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FBD348,3M Scotchbond Universal Plus Adhesive Unit Dose 400 L-Pop, FILLING MATERIALS ANTERIOR,Pack (400),41304,FBD348,3M-41304,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FBD340,3M Scotchbond Universal Plus Adhesive Vial 3x5ml (41295), FILLING MATERIALS ANTERIOR,Pack (3),41295,FBD340,3M-41295,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FBD339,3M Scotchbond Universal Plus Adhesive Vial 5ml (41294), FILLING MATERIALS ANTERIOR,Each,41294,FBD339,3M-41294,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Sof-Lex Pop-On Discs 3/8&#039;&#039;/9.5mm Coarse (Black),,,,UNKNOWN,UNKNOWN,,,,,,,,
FPM396,3M Sof-Lex Diamond Polishing Intro Kit (5092-IM) - Each," FINISHING, POLISHING MATERIALS",Each,5092-IM,KTD087,3M-5092-IM,1175818,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FPM395,3M Sof-Lex Diamond Polishing Spiral (5091S) - Pack15," FINISHING, POLISHING MATERIALS",Pack (15),5091S,KTD089,3M-5091S,1175817,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Polishing Spiral 15 Pack  Pink,3M Sof-Lex Polishing Spiral 15 Pack  Pink,,,,MATCH,MATCH,,,,,,,,
FPM011,"3M Sof-Lex Discs 1/2"" Coarse (1982C) - Pack85"," FINISHING, POLISHING MATERIALS",Pack (85),1982 C,KTD045,3M-1982C,21982C,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MATCH,MATCH,,,,,,,,
FPM136,"3M Sof-Lex Discs 1/2"" Coarse (2382C) - Pack85"," FINISHING, POLISHING MATERIALS",Pack (85),2382 C,KTD059,3M-2382C,22382C,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MATCH,MATCH,,,,,,,,
FPM009,"3M Sof-Lex Discs 1/2"" Fine (1982F) - Pack85"," FINISHING, POLISHING MATERIALS",Pack (85),1982 F,KTD048,3M-1982F,,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MATCH,MATCH,,,,,,,,
