Code,Name,Manufacturer,Part Number,Product Group Description,Stock Unit Name,Cost Price,Sales Price (£),Sales Price (€),Margin,,DMI Sales Price (€),Variance,DMI URL,,DentalSky Sales Price (£),Variance,DentalSky URL,,Dontalia Sales Price (€),Variance,Dontalia URL,,DMI Sales Price (£),Variance,DMI URL
MIS234,Perfection Plus Latex Free Polishing Cups RA Pink Soft - 50,Perfection Plus,005/5501,MISCELLANEOUS,Pack (50),£4.92,£7.87,€9.13,37.5%,,N/A,N/A,,,N/A,N/A,,,N/A,N/A,,,N/A,,
MIS253,UnoDent Sterilisation Pouches 135x255mm (GBS525) - Box200,UnoDent,mis041,MISCELLANEOUS,Box (200),£4.86,£12.68,€14.71,61.7%,,N/A,N/A,,,N/A,N/A,,,N/A,N/A,,,N/A,,
MIS290,Generic Marking Up Pencil White - Each,Generic,,MISCELLANEOUS,Each,£0.23,£1.20,€1.39,80.8%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
MPP010,PD Tofflemire Matrix Bands No. 1 (41521) - Pack 12,PD,41521," FINISHING, POLISHING MATERIALS",Pack (12),£2.16,£6.86,€7.96,68.5%,,€4.26,86.8%,https://www.dmi.ie/products/tofflemire-matrix-bands-no-1-thin-0-05mm-0-002-pack-12-pd-41521.html?name=PD+Tofflemire+Matrix+Bands&type=simple&_gl=1*6p8d8d*_up*MQ..*_ga*MjA3ODc0NTQzNC4xNzQ0MTQwMzU3*_ga_0T1NKWVSZ2*MTc0NDE0MDM1Ni4xLjAuMTc0NDE0MDM1Ni4wLjAuMA..,,£2.10,226.7%,https://www.dentalsky.com/tofflemire-matrix-bands-adult-0-02-gauge-no-1-universal-12.html,,€3.57,,https://www.dontalia.com/bands-tofflemire.html,,£3.57,,https://www.dmi.co.uk/products/tofflemire-matrix-bands-no-1-thin-0-05mm-0-002-pack-12-pd-41521.html?name=PD+Tofflemire+Matrix+Bands&type=simple&_gl=1*6p8d8d*_up*MQ..*_ga*MjA3ODc0NTQzNC4xNzQ0MTQwMzU3*_ga_0T1NKWVSZ2*MTc0NDE0MDM1Ni4xLjAuMTc0NDE0MDM1Ni4wLjAuMA..
OH006,Oral-B Satin Floss Mint 25m (75040813) - Pack12,Oral-B,13241897,ORAL HYGIENE,Pack (12),£9.26,£20.00,€23.20,53.7%,,€34.24,-32.2%,https://www.dmi.ie/products/oral-b-satin-tape-mint-12x25m-oral-13242066.html?name=Oral-B+Satin&type=simple&_gl=1*1msqn6i*_up*MQ..*_ga*MTI1Nzg0NjI4OS4xNzQ0MTM3MTU1*_ga_0T1NKWVSZ2*MTc0NDEzNzE1NC4xLjEuMTc0NDEzNzI2NC4wLjAuMA..,,N/A,N/A,,,N/A,,,,£28.67,,https://www.dmi.co.uk/products/oral-b-satin-tape-mint-12x25m-oral-13242066.html?name=Oral-B+Satin&type=simple&_gl=1*1msqn6i*_up*MQ..*_ga*MTI1Nzg0NjI4OS4xNzQ0MTM3MTU1*_ga_0T1NKWVSZ2*MTc0NDEzNzE1NC4xLjEuMTc0NDEzNzI2NC4wLjAuMA..
OH038,TePe Interdental Brushes Pink 0.4mm 10x8pk (138210) - Box10,TePe,138210 x 10,ORAL HYGIENE,Box (10),£20.90,£29.22,€33.90,28.5%,,€32.84,3.2%,https://www.dmi.ie/products/interdental-brushes-10x6-pack-size-0-pink-0-4mm-tepe-134012.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1geyftx*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..,,£28.65,2.0%,https://www.dentalsky.com/tepe-interdental-brushes-pink-xxxx-fine-80.html,,€34.12,,https://www.dontalia.com/interdental-brush-agr03294.html,,£27.50,,https://www.dmi.co.uk/products/interdental-brushes-10x6-pack-size-0-pink-0-4mm-tepe-134012.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1geyftx*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..
OH039,TePe Interdental Brushes Orange 0.45mm 10x8pk (138220),TePe,138220 x 10,ORAL HYGIENE,Box (10),£20.90,£29.22,€33.90,28.5%,,€32.84,3.2%,https://www.dmi.ie/products/interdental-brushes-10x6-pack-size-1-orange-0-45mm-tepe-134022.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1geyftx*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..,,£28.65,2.0%,https://www.dentalsky.com/tepe-extra-soft-brushes-xxx-fine-orange-x-10-packs.html,,€34.12,,https://www.dontalia.com/interdental-brush-agr03294.html,,£27.50,,https://www.dmi.co.uk/products/interdental-brushes-10x6-pack-size-1-orange-0-45mm-tepe-134022.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1geyftx*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..
OH041,TePe Interdental Brushes Blue 0.6mm 10x8pk (138240) - Box10,TePe,138240 x 10,ORAL HYGIENE,Box (10),£20.90,£29.22,€33.90,28.5%,,€32.84,3.2%,https://www.dmi.ie/products/interdental-brushes-10x6-pack-size-3-blue-0-6mm-tepe-134042.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1geyftx*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..,,£28.65,2.0%,https://www.dentalsky.com/tepe-interdental-brushes-blue-x-fine-80.html,,€34.12,,https://www.dontalia.com/interdental-brush-agr03294.html,,£27.50,,https://www.dmi.co.uk/products/interdental-brushes-10x6-pack-size-3-blue-0-6mm-tepe-134042.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1geyftx*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..
OH042,TePe Interdental Brushes Red 0.5mm 10x8pk (138230) - Box10,TePe,138230 x 10,ORAL HYGIENE,Box (10),£20.90,£29.22,€33.90,28.5%,,€32.84,3.2%,https://www.dmi.ie/products/interdental-brushes-10x6-pack-size-2-red-0-5mm-tepe-134032.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1hbwozw*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..,,£28.65,2.0%,https://www.dentalsky.com/tepe-interdental-brushes-red-xx-fine-80.html,,€34.12,,https://www.dontalia.com/interdental-brush-agr03294.html,,£27.50,,https://www.dmi.co.uk/products/interdental-brushes-10x6-pack-size-2-red-0-5mm-tepe-134032.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1hbwozw*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..
OH043,TePe Interdental Brushes Yellow 0.7mm 10x8pk (118250) Box10,TePe,118250 x 10,ORAL HYGIENE,Box (10),£20.90,£29.22,€33.90,28.5%,,€32.84,3.2%,https://www.dmi.ie/products/interdental-brushes-10x6-pack-size-4-yellow-0-7mm-tepe-114052.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1hbwozw*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..,,£28.65,2.0%,https://www.dentalsky.com/tepe-interdental-brushes-yellow-fine-80.html,,€34.12,,https://www.dontalia.com/interdental-brush-agr03294.html,,£27.50,,https://www.dmi.co.uk/products/interdental-brushes-10x6-pack-size-4-yellow-0-7mm-tepe-114052.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1hbwozw*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..
OH044,TePe Interdental Brushes Green 0.8mm 10x8pk (112260) - Box10,TePe,112260 x 10,ORAL HYGIENE,Box (10),£20.90,£29.22,€33.90,28.5%,,€32.84,3.2%,https://www.dmi.ie/products/interdental-brushes-10x6-pack-size-5-green-0-8mm-tepe-114062.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1hbwozw*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..,,£28.65,2.0%,https://www.dentalsky.com/tepe-interdental-brushes-green-medium-80.html,,€34.12,,https://www.dontalia.com/interdental-brush-agr03294.html,,£27.50,,https://www.dmi.co.uk/products/interdental-brushes-10x6-pack-size-5-green-0-8mm-tepe-114062.html?name=TePe%20Interdental%20Brushes&type=simple&_gl=1*1hbwozw*_up*MQ..*_ga*MTQ2OTg3MzQyOS4xNzQ0MTY5MDI4*_ga_0T1NKWVSZ2*MTc0NDE2OTAyNy4xLjEuMTc0NDE2OTEyOS4wLjAuMA..
OH066,GSK Sensodyne Search 3.5 Toothbrushes - Pack12,GSK,60000000013166,ORAL HYGIENE,Pack (12),£10.97,£22.50,€26.10,51.2%,,€25.43,2.6%,https://www.dmi.ie/products/gsk-sensodyne-search-3-5-toothbrush-pk12-glax-17803.html?name=GSK+&type=simple&_gl=1*1d2x3qx*_up*MQ..*_ga*ODIwNDE3ODY3LjE3NDQwNTc0NDE.*_ga_0T1NKWVSZ2*MTc0NDA1NzQ0MC4xLjAuMTc0NDA1NzQ0MC4wLjAuMA..,,N/A,N/A,https://www.dentalsky.com/sensodyne-search-3-5-toothbrush-1.html,,N/A,,,,£27.26,,https://www.dmi.co.uk/products/gsk-sensodyne-search-3-5-toothbrush-pk12-glax-17803.html?name=GSK+&type=simple&_gl=1*1d2x3qx*_up*MQ..*_ga*ODIwNDE3ODY3LjE3NDQwNTc0NDE.*_ga_0T1NKWVSZ2*MTc0NDA1NzQ0MC4xLjAuMTc0NDA1NzQ0MC4wLjAuMA..
OH090A,TePe Select Compact Kid Zoo Soft Toothbrush - Each,Tepe,339161,ORAL HYGIENE,Each,£0.91,£1.19,€1.38,23.5%,,N/A,N/A,,,£1.50,-20.7%,https://www.dentalsky.com/tepe-select-zoo-extra-soft-toothbrush.html,,N/A,N/A,,,N/A,,
OH111,TePe Interdental Brushes Pink 0.4mm (132410) - Pack25,TePe,132410,ORAL HYGIENE,Pack (25),£5.96,£9.29,€10.78,35.9%,,€10.98,-1.9%,https://www.dmi.ie/products/tepe-interdental-brushes-25pk-0-4mm-pink-tepe-132410.html?name=TePe&type=simple&_gl=1*1x92s2q*_up*MQ..*_ga*MjAwNDUyMDI3LjE3NDQxNjg3ODY.*_ga_0T1NKWVSZ2*MTc0NDE2ODc4NS4xLjAuMTc0NDE2ODc4NS4wLjAuMA..,,£9.45,-1.7%,https://www.dentalsky.com/tepe-interdental-brushes-pink-xxxx-fine-25.html,,€8.33,,https://www.dontalia.com/tepe-interdental-brush-various-colours.html,,£9.19,,https://www.dmi.co.uk/products/tepe-interdental-brushes-25pk-0-4mm-pink-tepe-132410.html?name=TePe&type=simple&_gl=1*1x92s2q*_up*MQ..*_ga*MjAwNDUyMDI3LjE3NDQxNjg3ODY.*_ga_0T1NKWVSZ2*MTc0NDE2ODc4NS4xLjAuMTc0NDE2ODc4NS4wLjAuMA..
OH112,TePe Interdental Brushes Orange 0.45mm (132420) - Pack25,TePe,132420,ORAL HYGIENE,Pack (25),£5.96,£12.31,€14.28,51.6%,,N/A,N/A,,,£9.45,30.3%,https://www.dentalsky.com/tepe-interdental-brushes-orange-xxx-fine-25.html,,€8.33,,https://www.dontalia.com/tepe-interdental-brush-various-colours.html,,N/A,,
OH113,TePe Interdental Brushes Red 0.5mm (132430) - Pack25,TePe,132430,ORAL HYGIENE,Pack (25),£5.96,£11.16,€12.95,46.6%,,€10.98,17.9%,https://www.dmi.ie/products/tepe-interdental-brushes-25pk-0-5mm-red-tepe-132430.html?name=TePe&type=simple&_gl=1*1x92s2q*_up*MQ..*_ga*MjAwNDUyMDI3LjE3NDQxNjg3ODY.*_ga_0T1NKWVSZ2*MTc0NDE2ODc4NS4xLjAuMTc0NDE2ODc4NS4wLjAuMA..,,£9.45,18.1%,https://www.dentalsky.com/tepe-interdental-brushes-red-xx-fine-25.html,,€8.33,,https://www.dontalia.com/tepe-interdental-brush-various-colours.html,,£9.19,,https://www.dmi.co.uk/products/tepe-interdental-brushes-25pk-0-5mm-red-tepe-132430.html?name=TePe&type=simple&_gl=1*1x92s2q*_up*MQ..*_ga*MjAwNDUyMDI3LjE3NDQxNjg3ODY.*_ga_0T1NKWVSZ2*MTc0NDE2ODc4NS4xLjAuMTc0NDE2ODc4NS4wLjAuMA..
OH114,TePe Interdental Brushes Blue 0.6mm (132440) - Pack25,TePe,132440,ORAL HYGIENE,Pack (25),£5.96,£8.57,€9.94,30.5%,,€10.98,-9.5%,https://www.dmi.ie/products/tepe-interdental-brushes-25pk-0-6mm-blue-tepe-132440.html?name=TePe&type=simple&_gl=1*1x92s2q*_up*MQ..*_ga*MjAwNDUyMDI3LjE3NDQxNjg3ODY.*_ga_0T1NKWVSZ2*MTc0NDE2ODc4NS4xLjAuMTc0NDE2ODc4NS4wLjAuMA..,,£9.45,-9.3%,https://www.dentalsky.com/tepe-interdental-brushes-blue-x-fine-25.html,,€8.33,,https://www.dontalia.com/tepe-interdental-brush-various-colours.html,,£9.19,,https://www.dmi.co.uk/products/tepe-interdental-brushes-25pk-0-6mm-blue-tepe-132440.html?name=TePe&type=simple&_gl=1*1x92s2q*_up*MQ..*_ga*MjAwNDUyMDI3LjE3NDQxNjg3ODY.*_ga_0T1NKWVSZ2*MTc0NDE2ODc4NS4xLjAuMTc0NDE2ODc4NS4wLjAuMA..
OH115,TePe Interdental Brushes Yellow 0.7mm (112450) - Pack25,TePe,112450,ORAL HYGIENE,Pack (25),£5.78,£8.57,€9.94,32.6%,,€10.98,-9.5%,https://www.dmi.ie/products/tepe-interdental-brushes-25pk-0-7mm-yellow-tepe-112450.html?name=TePe&type=simple&_gl=1*1seou2c*_up*MQ..*_ga*MjAwNDUyMDI3LjE3NDQxNjg3ODY.*_ga_0T1NKWVSZ2*MTc0NDE2ODc4NS4xLjAuMTc0NDE2ODc4NS4wLjAuMA..,,£9.45,-9.3%,https://www.dentalsky.com/tepe-interdental-brushes-yellow-fine-25.html,,€8.33,,https://www.dontalia.com/tepe-interdental-brush-various-colours.html,,£9.19,,https://www.dmi.co.uk/products/tepe-interdental-brushes-25pk-0-7mm-yellow-tepe-112450.html?name=TePe&type=simple&_gl=1*1seou2c*_up*MQ..*_ga*MjAwNDUyMDI3LjE3NDQxNjg3ODY.*_ga_0T1NKWVSZ2*MTc0NDE2ODc4NS4xLjAuMTc0NDE2ODc4NS4wLjAuMA..
OH138,TePe Select Compact Toothbrush Medium - Each,TePe,332130,ORAL HYGIENE,Each,£0.74,£1.21,€1.40,38.8%,,€1.47,-4.5%,https://www.dmi.ie/products/tepe-compact-toothbrush-singles-medium-tepe-332130.html?name=TePe&type=simple&_gl=1*1xtka5k*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDg3Ni4wLjAuMA..,,£1.45,-16.6%,https://www.dentalsky.com/tepe-select-compact-toothbrush-medium.html,,€17.12,,https://www.dontalia.com/tepe-interdental-brush-various-colours.html,,£1.23,,https://www.dmi.co.uk/products/tepe-compact-toothbrush-singles-medium-tepe-332130.html?name=TePe&type=simple&_gl=1*1xtka5k*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDg3Ni4wLjAuMA..
OH155,TePe Select Compact Toothbrush Extra Soft (332110) - Each,TePe,332110,ORAL HYGIENE,Each,£0.74,£1.01,€1.17,27.0%,,€1.44,-18.6%,https://www.dmi.ie/products/tepe-select-toothbrush-singles-extra-soft-tepe-322110.html?name=TePe%20Select%20Toothbrush&type=simple&_gl=1*1ck5gt0*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDc0NS4wLjAuMA..,,£1.45,-30.3%,https://www.dentalsky.com/tepe-select-compact-toothbrush-extra-soft.html,,N/A,N/A,,,£1.20,,https://www.dmi.co.uk/products/tepe-select-toothbrush-singles-extra-soft-tepe-322110.html?name=TePe%20Select%20Toothbrush&type=simple&_gl=1*1ck5gt0*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDc0NS4wLjAuMA..
OH164,Essix Retainer Brite Cleansing Tabs - Box36 (YOM255),Essix,RB-36,Orthodontics and Accessories,Box (36),£4.38,£6.25,€7.25,30.0%,,N/A,N/A,,,N/A,N/A,,,€5.68,,https://www.dontalia.com/retainer-brite-36-tablets.html,,N/A,,
OH172,TePe Compact Tuft Brush (432100) - Each,TePe,432100,ORAL HYGIENE,Each,£0.99,£1.93,€2.24,48.7%,,€1.94,15.4%,https://www.dmi.ie/products/tepe-compact-tuft-brush-tepe-432100.html?name=TePe&type=simple&_gl=1*1qxjvhx*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDg3Ni4wLjAuMA..,,N/A,N/A,,,€20.57,,https://www.dontalia.com/compact-tuft-toothbrush.html,,£1.63,,https://www.dmi.co.uk/products/tepe-compact-tuft-brush-tepe-432100.html?name=TePe&type=simple&_gl=1*1qxjvhx*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDg3Ni4wLjAuMA..
OH271A,TePe EasyPick M/L (242350) - Pack36,Tepe,242350,ORAL HYGIENE,Pack (36),£1.94,£3.43,€3.98,43.4%,,N/A,N/A,https://www.dmi.ie/products/tepe-easypick-10-x-36pk-turquoise-large-medium-tepe-242350.html?name=TePe&type=simple&_gl=1*xzu5yr*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MTExMi4xLjAuMTc0NDE3MTExMi4wLjAuMA..,,£2.85,20.4%,https://www.dentalsky.com/tepe-easypick-blue-m-l-36.html,,N/A,N/A,,,N/A,,
OH294,TePe EasyPick XS/S (242310) - Pack36,Tepe,242310,ORAL HYGIENE,Pack (36),£1.94,£3.43,€3.98,43.4%,,N/A,N/A,https://www.dmi.ie/products/tepe-easypick-10-x-36pk-orange-extra-small-small-tepe-242310.html?name=TePe&type=simple&_gl=1*rq0b8u*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MTExMi4xLjAuMTc0NDE3MTExMi4wLjAuMA..,,£2.85,20.4%,https://www.dentalsky.com/tepe-easypick-orange-xs-s-36.html,,N/A,N/A,,,N/A,,
OH308,TePe Select Toothbrush Soft (322120) - Each,TePe,322120,ORAL HYGIENE,Each,£0.68,£1.25,€1.45,45.2%,,€1.44,0.7%,https://www.dmi.ie/products/tepe-toothbrush-select-soft-tepe-322120.html?name=TePe&type=simple&_gl=1*vqee7s*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MTExMi4xLjAuMTc0NDE3MTExMi4wLjAuMA..,,£1.45,-13.8%,https://www.dentalsky.com/tepe-select-compact-toothbrush-soft.html,,€17.12,,https://www.dontalia.com/toothbrush-select-compact-soft,,£1.20,,https://www.dmi.co.uk/products/tepe-toothbrush-select-soft-tepe-322120.html?name=TePe&type=simple&_gl=1*vqee7s*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MTExMi4xLjAuMTc0NDE3MTExMi4wLjAuMA..
OH318,Stoddard OPTIM Interdental Brush Pink XXXXFine - Pack8,Stoddard,ID121/004,ORAL HYGIENE,Pack (8),£1.37,£2.50,€2.90,45.4%,,N/A,N/A,,,£1.95,28.2%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-0-0-4mm-pink-8.html,,N/A,N/A,,,N/A,,
OH320,Stoddard OPTIM Interdental Brush Red XXFine - Pack8,Stoddard,ID119/004,ORAL HYGIENE,Pack (8),£1.37,£2.19,€2.54,37.4%,,N/A,N/A,,,£1.95,12.3%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-2-0-5mm-red-8.html,,N/A,N/A,,,N/A,,
OH321,Stoddard OPTIM Interdental Brush Blue XFine - Pack8,Stoddard,ID118/004,ORAL HYGIENE,Pack (8),£1.30,£2.19,€2.54,40.4%,,N/A,N/A,,,£1.95,12.3%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-3-0-6mm-blue-8.html,,N/A,N/A,,,N/A,,
OH322,Stoddard OPTIM Interdental Brush Yellow Fine - Pack8,Stoddard,ID117/004,ORAL HYGIENE,Pack (8),£1.31,£2.19,€2.54,40.0%,,N/A,N/A,,,£1.95,12.3%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-4-0-7mm-yellow-8.html,,N/A,N/A,,,N/A,,
OH323,Stoddard OPTIM Interdental Brush Green Medium - Pack8,Stoddard,ID116/004,ORAL HYGIENE,Pack (8),£1.30,£2.28,€2.64,42.9%,,N/A,N/A,,,£1.95,16.9%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-5-0-8mm-green-8.html,,N/A,N/A,,,N/A,,
OH340,Stoddard OPTIM Interdental Brush Orange XXXFine -Pack25,Stoddard,ID120/007,ORAL HYGIENE,Pack (25),£3.65,£6.59,€7.64,44.6%,,N/A,N/A,,,£5.15,28.0%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-1-0-45mm-orange-25.html,,N/A,N/A,,,N/A,,
OH341,Stoddard OPTIM Interdental Brush Red XXFine - Pack25,Stoddard,ID119/007,ORAL HYGIENE,Pack (25),£3.65,£5.93,€6.88,38.4%,,N/A,N/A,,,£5.15,15.1%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-2-0-5mm-red-25.html,,N/A,N/A,,,N/A,,
OH342,Stoddard OPTIM Interdental Brush Blue XFine - Pack25,Stoddard,ID118/007,ORAL HYGIENE,Pack (25),£3.65,£6.49,€7.53,43.8%,,N/A,N/A,,,£5.15,26.0%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-3-0-6mm-blue-25.html,,N/A,N/A,,,N/A,,
OH343,Stoddard OPTIM Interdental Brush Yellow Fine - Pack25,Stoddard,ID117/007,ORAL HYGIENE,Pack (25),£3.64,£6.28,€7.28,42.1%,,N/A,N/A,,,£5.15,21.9%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-4-0-7mm-yellow-25.html,,N/A,N/A,,,N/A,,
OH356,UnoDent Mouthwash Tablets Pink Thymol (CMT010) - Tub1000,UnoDent,CMT010,ORAL HYGIENE,Tub (1000),£4.62,£9.85,€11.43,53.1%,,N/A,N/A,,,N/A,N/A,,,N/A,N/A,,,N/A,,
OH357,UnoDent Mouthwash Tablets Green Mint (CMT015) - Tub1000,UnoDent,CMT015,ORAL HYGIENE,Tub (1000),£4.62,£11.01,€12.77,58.0%,,N/A,N/A,,,N/A,N/A,,,N/A,N/A,,,N/A,,
OH409,Oral-B Satin Tape Mint 25m - Each,OralB,,ORAL HYGIENE,Each,£1.00,£1.80,€2.09,44.4%,,N/A,N/A,,,£2.10,-14.3%,https://www.dentalsky.com/oral-b-satin-tape-25-metres.html,,N/A,,,,N/A,,
PAC618,Curaprox Ortho Retail Box - Each,Curaprox,ORTHO RETAIL,ORAL HYGIENE,Each,£13.25,£18.83,€21.84,29.6%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PAD145,Curaprox CPS Prime Chairside Handy Turquoise - Pack25,Curaprox,CH 25 HANDY 06,ORAL HYGIENE,Pack (25),£9.67,£15.50,€17.98,37.6%,,€22.05,-18.5%,https://www.dmi.ie/products/curaprox-prime-handy-25pk-turquoise-0-6mm-cura-chaircps06.html?name=Curaprox&type=simple&_gl=1*qvpyiu*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,,N/A,N/A,,,N/A,,,,£18.46,,https://www.dmi.co.uk/products/curaprox-prime-handy-25pk-turquoise-0-6mm-cura-chaircps06.html?name=Curaprox&type=simple&_gl=1*qvpyiu*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..
PAD160,Curaprox CPS Prime Start Kit Turquoise - Each,Curaprox,CPSK-06,ORAL HYGIENE,Each,£4.26,£6.00,€6.96,28.9%,,€9.66,-28.0%,https://www.dmi.ie/products/curaprox-prime-start-kit-pk-8-06-turquoise-cura-cpsk-06.html?name=Curaprox&type=simple&_gl=1*p7toc7*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,,N/A,N/A,,,N/A,,,,£8.09,,https://www.dmi.co.uk/products/curaprox-prime-start-kit-pk-8-06-turquoise-cura-cpsk-06.html?name=Curaprox&type=simple&_gl=1*p7toc7*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..
PAD165,Curaprox CPS Prime Start Kit Lime Green - Each,Curaprox,CPSK-011,ORAL HYGIENE,Each,£4.26,£6.00,€6.96,28.9%,,€9.66,-28.0%,https://www.dmi.ie/products/curaprox-prime-start-kit-lime-green-cura-cpsk-011.html?name=Curaprox&type=simple&_gl=1*iqtlpm*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,,N/A,N/A,,,N/A,,,,£8.09,,https://www.dmi.co.uk/products/curaprox-prime-start-kit-lime-green-cura-cpsk-011.html?name=Curaprox&type=simple&_gl=1*iqtlpm*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..
