Code,Name,Manufacturer,Part Number,Product Group Description,Stock Unit Name,Cost Price,Sales Price (£),Sales Price (€),Margin,DMI Sales Price (€),Variance (DMI IE),DMI URL (IE),DentalSky Sales Price (£),Variance (DentalSky),DentalSky URL,Dontalia Sales Price (€),Variance (Dontalia),Dontalia URL,DMI Sales Price (£),Variance (DMI UK),DMI URL (UK),Henry Schein Sales Price (€),Variance (Henry Schein),Henry Schein URL,DMI IE Notes,DMI UK Notes,DentalSky Notes,Dontalia Notes,Henry Schein Notes
SE016,Orsing Hygovac Vent Aspirator Tubes - Pack100,J H Orsing Ab,V2800V,SALIVA EJECTORS,Pack (100),£1.94,£4.53,€5.25,57.2%,€5.28,-0.5%,https://www.dmi.ie/products/j-h-orsing-hygovac-aspirator-tubes-side-vented-100pk-orsi-v100v.html?name=J%20H%20Orsing%20Ab&type=simple&_gl=1*3tzzrr*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDEyMTE4My4yLjEuMTc0NDEyMTM0MC4wLjAuMA..,£3.00,51.0%,https://www.dentalsky.com/hygovac-vent.html,€4.54,,https://www.dontalia.com/hygovac-vent-100u.html,£4.42,,https://www.dmi.co.uk/products/j-h-orsing-hygovac-aspirator-tubes-side-vented-100pk-orsi-v100v.html?name=J%20H%20Orsing%20Ab&type=simple&_gl=1*3tzzrr*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDEyMTE4My4yLjEuMTc0NDEyMTM0MC4wLjAuMA..,N/A,,,,,,,Not listed on competitor
SE050,Orsing Aspirator Tube Vented/Non-Vented - Pack100,J H Orsing Ab,AV 100,SALIVA EJECTORS,Pack (100),£1.42,£3.27,€3.79,56.6%,€5.28,-28.2%,https://www.dmi.ie/products/j-h-orsing-aspirator-tubes-scantube-100pk-non-vented-tubes-orsi-v100.html?name=J%20H%20Orsing%20Ab&type=simple&_gl=1*6pmbxq*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDEyMTE4My4yLjEuMTc0NDEyMTM0MC4wLjAuMA..,N/A,N/A,,N/A,,,£4.42,,https://www.dmi.co.uk/products/j-h-orsing-aspirator-tubes-scantube-100pk-non-vented-tubes-orsi-v100.html?name=J%20H%20Orsing%20Ab&type=simple&_gl=1*6pmbxq*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDEyMTE4My4yLjEuMTc0NDEyMTM0MC4wLjAuMA..,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
SE055,Bossklein Spectrum Tips (SPE0001) - Pack250,Bossklein,SPE0001,SALIVA EJECTORS,Pack (250),£12.43,£17.76,€20.60,30.0%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
SE066,UnoDent Multi-colour 3in1 Syringe Tips (CJT290) - Pack250,UnoDent,CJT290,SALIVA EJECTORS,Pack (250),£5.33,£18.21,€21.12,70.7%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
SE076,Perfection Plus Protect+ Disposable 3 in 1 Tips White,Perfection Plus,002/5800,SALIVA EJECTORS,Pack (250),£8.75,£14.00,€16.24,37.5%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
SYC093,"TSK Steriglide Cannula 27Gx38mm (1.5"") - Pack20",TSK,SGC-27038ISG,ANAESTHETIC ACCESSORIES,Pack (20),£100.00,£119.02,€138.06,16.0%,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
SYT105,BD Insulin Syringe Microfine 0.5ml 30Gx8mm - Box200,BD,324893,ANAESTHETIC ACCESSORIES,Box (200),£18.95,£30.65,€35.55,38.2%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
ZKAV02006046,Kavo O-Ring 2 x 1 (0.200.6046) - Pack5,KAVO,0.200.6046,ENGINEERING,Pack (5),£8.47,£12.10,€14.04,30.0%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
ZKAV02006121,Kavo O-Ring 8x1 (0.200.6121) - Pack10,KAVO,0.200.6121,ENGINEERING,Pack (10),£11.41,£16.30,€18.91,30.0%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
ZMDT51,Woodpecker EMS Perio Tip P1 (WOO/TIP/P1),MEDIDENT,P1,MEDIDENT EQUIPMENT & SPARES,Each,£5.95,£25.00,€29.00,76.2%,21.5,34.9%,https://www.dmi.ie/products/id-26180.html?name=Woodpecker&type=simple&_gl=1*e2z794*_up*MQ..*_ga*MTE0NTU3NzIzMC4xNzQ0MTM2NjAw*_ga_0T1NKWVSZ2*MTc0NDEzNjU5OS4xLjEuMTc0NDEzNjg1Ny4wLjAuMA..,N/A,N/A,,N/A,,,£18.00,,https://www.dmi.co.uk/products/id-26180.html?name=Woodpecker&type=simple&_gl=1*e2z794*_up*MQ..*_ga*MTE0NTU3NzIzMC4xNzQ0MTM2NjAw*_ga_0T1NKWVSZ2*MTc0NDEzNjU5OS4xLjEuMTc0NDEzNjg1Ny4wLjAuMA..,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Plastic Handled Impression Tray Medium Lower -Pack25,,,,,,£11.69,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Plastic Handled Impression Tray Small Lower - Pack25,,,,,,£12.24,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Stic Tray Adhesive Paint-On,,,,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Septodont Racestyptine Solution 13ml - Each,,,,,,£48.60,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Premier Knit-Pak Retraction Cord Size 00 Brown (9007552),,,,,,£19.86,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Perfection Plus Artic Paper Blue Thin PP002/0006,,,,,,£6.95,,,€11.43,N/A,https://www.dmi.ie/products/perfection-plus-articulating-paper-12pk-thin-blue-71m-perf-0020006.html,N/A,,,N/A,,,£9.80,-29.1%,https://www.dmi.co.uk/products/perfection-plus-articulating-paper-12pk-thin-blue-71m-perf-0020006.html,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
,GC Epitex Finishing Strip Coarse Blue 10m (10000118) - Each,,,,,,£50.86,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Edenta Diamond Finishing Strips Perforated 45um 3.75mm PDS3,,,,,,£57.24,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Edenta Diamond Finishing Strips Perforated 16mm 15um 3.75mm,,,,,,£57.24,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Edenta Diamond Finishing Strips Perforated 30um 3.75mm PFDS3,,,,,,£57.24,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Shofu Super-Snap Disk Kit (N0510) - Each,,,,,,£86.35,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Glass Ionomer Luting Cement Kit Universal (LCO010),,,,,,£33.02,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply Kalzinol Liquid 15ml (61116001) - Each,,,,,,£63.50,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply Kalzinol Powder 40g (61116100) - Each,,,,,,£70.88,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply Dycal Ivory (61105501) - Each,,,,,,£40.31,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kerr Hawe Transparent Strip Roll 8mm (686) - Each,,,,,,£17.02,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Astek Pro-Matrix - Wide - Blue (19005) - Pack50,,,,,,£66.08,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Astek Pro-Matrix - Narrow - Green (19000) - Pack50,,,,,,£66.08,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Astek Pro-Matrix Curve Wide 6mm Orange (19006) - Pack50,,,,,,£73.16,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kulzer Venus Pearl ONE PLT Refill 20x0.2g (66081837) -Pack20,,,,,,£92.19,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kulzer Venus Pearl ART PLT BXL 10x0.2g (66048097) - Box10,,,,,,£44.20,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,3M Filtek Z500 Capsules A1 20x0.2g (8021A1) - Pack20,,,,,,£72.24,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,3M Filtek Z500 Capsules A2 20x0.2g (8021A2) - Pack20,,,,,,£72.24,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,3M Filtek Z500 Capsules A3 20x0.2g (8021A3) - Pack20,,,,,,£62.58,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,3M Filtek Z500 Capsules A3.5 20x0.2g (8021A3.5) -Pack20,,,,,,£72.24,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,3M Filtek Z500 Capsules A4 20x0.2g (8021A4) - Pack20,,,,,,£72.24,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kuraray Alloy Primer 5ml (#064-EU) - Each,,,,,,£94.25,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Schulke Perform ID Tub 900g (122305) - Each,,,,,,£63.53,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Durr Orotol Plus 2.5Litre - Each (CDS110P6150),,,,,,£70.10,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Aluminium Instrument Tray Solid Silver (GTT010)-Each,,,,,,£14.63,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Hospec pH Neutral Detergent,,,,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Alginate Fast Set Mint Refill 500g (IAA310) - Each,,,,,,£6.21,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Zhermack Alginate Mixing Bowl (C300992) - Each,,,,,,£7.10,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Zhermack Elite HD+ Putty Soft Fast Setting 500ml (C203010),,,,,,£57.30,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Zhermack Elite HD+ Wash LB Fast Setting 2x50ml (C203040),,,,,,£43.74,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Plastic Handled Impression Tray Large Upper - Pack25,,,,,,£8.73,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Plastic Handled Imp Tray Large Lower,,,,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Plastic Handled Impression Trays Medium Upper - Pk25,,,,,,£11.69,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Round Handle Autoclavable Lucas 86 Bone Curette,,,,,,£7.99,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Scissors Suture Straight (DSD330) - Each,,,,,,£9.18,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Spatulas 8 DE Cement Autoclavable - Each,,,,,,£9.03,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Spatulas Alginate Autoclavable - Pack6,,,,,,£12.02,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Tweezers College Type Angled - Each,,,,,,£3.98,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Gates Glidden Drills No. 3 - Pack6,,,,,,£12.34,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Gates Glidden Drills No. 5 - Pack6,,,,,,£12.34,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Barbed Broach 25mm No. 3 - Box10,,,,,,£5.62,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Falcon NiTi K Files 25mm 10 Purple (EMC510) - Pack6,,,,,,£5.85,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Falcon NiTi K Files 25mm 15 White (EMC515) - Pack6,,,,,,£5.85,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Falcon NiTi K Files 25mm 20 Yellow (EMC520) - Pack6,,,,,,£5.85,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Falcon NiTi K Files 25mm 25 Red (EMC525) - Pack6,,,,,,£5.85,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Falcon NiTi K Files 25mm 30 Blue (EMC530) - Pack6,,,,,,£5.85,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Falcon NiTi K Files 25mm 35 Green (EMC535) - Pack6,,,,,,£5.85,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Falcon NiTi K Files 25mm 40 Black (EMC540) - Pack6,,,,,,£5.85,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply WaveOne Gold Paper Points Primary (A175W00000P03),,,,,,£29.49,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply WaveOne Gold Conform Fit Gutta-Percha Primary - 60,,,,,,£22.93,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Parcan N (NaOCI 3%),,,,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply AH Plus Pack (60620110) - Each,,,,,,£172.61,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Rubber Dam Forceps Stokes (EWF010) - Each,,,,,,£27.46,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Rubber Dam Ainsworth Punch,,,,,,N/A,,,€291.61,N/A,https://www.dmi.ie/products/hu-friedy-rubber-dam-punch-ainsworth-17cm-single-huf-rdpa.html,N/A,,,N/A,,,£241.82,N/A,https://www.dmi.co.uk/products/hu-friedy-rubber-dam-punch-ainsworth-17cm-single-huf-rdpa.html,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
,"UnoDent Rubber Dam Non Latex Light Blue Medium 6""x6""(EWS025)",,,,,,£21.79,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Roeko Endo Frost Spray 200ml (240 000) - Each,,,,,,£11.74,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Endodontic Syringes 3CC23G,,,,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Endodontic Syringes 3CC27G,,,,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Composite Compule Gun Blue,,,,,,£23.47,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,3M Scotchbond Universal Adhesive 5ml (41258) - Each,,,,,,£147.91,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kulzer Signum Liquid 4ml (64714198) - Each,,,,,,£34.27,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Reliance Bond-A-Braid Lingual Retainer Wire - Pack10,,,,,,£50.26,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Super Etch Disposable Tips 23g Blue,,,,,,£8.33,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,SDI Super Etch Syringe Jumbo Pack 2x25ml & 50 Tips (8100059),,,,,,£63.67,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,SDI Riva Light Cure Capsules A2 (8700002) - Box50,,,,,,£128.73,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,SDI Riva Luting Capsules (8650008) - Pack50,,,,,,£111.53,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,SDI Riva Applicator (5545009) - Each,,,,,,£92.10,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kerr NX3 Automix Dual-Cure Syringe Clear 5g (33643) - Each,,,,,,£123.68,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kulzer Venus Flow Syringe A1 1.8g (66014562) - Each,,,,,,£38.30,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kulzer Venus Flow Syringe A2 1.8g (66014563) - Each,,,,,,£38.30,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kulzer Venus Flow Syringe A3 1.8g (66014565) - Each,,,,,,£39.22,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Septodont Ultra Safety Plus Twist Needles 27g Long - Box100,,,,,,£39.14,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Septodont Ultra Safety Plus Twist Needles 30g Short - Box100,,,,,,£39.14,,,€62.04,N/A,https://www.dmi.ie/products/needles-ultra-safety-plus-twist-30g-ultra-short-10mm-purple-x-100-sept-twist04.html,N/A,,,N/A,,,£49.90,-21.6%,https://www.dmi.co.uk/products/needles-ultra-safety-plus-twist-30g-ultra-short-10mm-purple-x-100-sept-twist04.html,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Septodont Ultra Safety Plus Twist Handle Blue Autoclavable,,,,,,£8.34,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Acrylic Trimmers Cross Cut Standard HP 79 60 - Each,,,,,,£20.69,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Steel Bur RA Round No.8 (BLC8) - Pack25,,,,,,£15.41,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Perfection Plus Steel Bur Round RA No.6 (001/9106)-Pack25,,,,,,£14.10,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply Carbide Bur Endo-Z FG 21mm E015234100000 - Pack5,,,,,,£61.91,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent C-Fold Hand Towel 2 Ply White (CAD000) - Case15,,,,,,£38.23,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Clinell Universal Wipes (Flow Wrap),,,,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Cotton Wool Rolls No.2 (CCA105) - Box1000,,,,,,£7.07,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Cotton Roll Dispenser White 1421 (CCC530) - Each,,,,,,£16.73,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Roeko Cotton Wool Pellets No.1,,,,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Non Woven Swabs 5cm x 5cm N/S 8ply - Box100,,,,,,£4.87,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Meditrade Nitril Sensory Blue Nitrile Glove Small - Box200,,,,,,£5.84,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Meditrade Nitril Sensory Blue Nitrile Glove Medium - Box200,,,,,,£5.46,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
